NU_INSCRICAO;TP_SEXO;NU_IDADE;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;SG_UF_RESIDENCIA;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO
10001133;F;20;1248881;Município 40;MG;1;2;0;ESC00105;453.1402619406126;568.7455678383014;641.5084911991928;636.2386400778216;527.2279898120437
10001134;M;15;4307675;Município 69;PE;1;2;0;ESC00194;456.4832073955132;461.91913770702723;356.8340388146593;469.72397577939233;671.186920415048
10001135;F;17;5616719;Município 24;DF;2;2;0;ESC00099;626.754576190682;676.9782794073964;461.44501469684616;701.1378384156651;945.159405028116
10001136;F;17;5616719;Município 24;PI;1;2;0;ESC00145;475.636131894294;332.14169829622847;513.1871185755614;381.38633102440855;464.7222549725359
10001137;F;15;6922887;Município 36;RN;1;1;0;ESC00036;483.7830330058497;498.40895975006356;476.7868806777012;490.6890627159004;491.1379491030069
10001138;M;21;3526829;Município 68;BA;1;2;0;ESC00009;379.709702315019;515.3708000616374;500.71054392419774;501.94523013625053;676.7919666453648
10001139;F;17;8522842;Município 44;RS;1;2;0;ESC00156;543.0906691849771;411.01744480901783;452.30927703578925;337.0110346126746;643.5608372786511
10001140;M;15;9865606;Município 89;SP;1;1;0;ESC00026;398.3645090649383;354.85919601343846;273.2174743227167;585.588448696166;687.3299732089529
10001141;M;22;3538802;Município 19;AM;1;2;0;ESC00047;263.80643667388483;454.76601761153194;458.5989638803088;436.7931987797283;710.553287690077
10001142;M;16;7296975;Município 7;TO;1;1;0;ESC00092;403.87493401860684;556.3886137916068;506.6075325294666;545.181942656139;464.03519034687463
10001143;F;16;9865606;Município 89;RS;2;2;0;ESC00135;610.7983718159129;437.8223167792339;545.6302907466652;764.8164703601531;717.3303798085466
10001144;M;22;9232150;Município 11;PR;1;2;0;ESC00096;589.2756913053312;456.20616135660356;540.9776020699812;628.7992809942534;331.82599484745504
10001145;M;17;2344974;Município 76;PB;2;2;0;ESC00150;446.8998392179026;693.7601698204583;565.9798086030975;583.4384193879744;390.6131843584706
10001146;F;20;1696929;Município 34;MA;1;2;0;ESC00193;538.414490737596;610.4680259866;503.16370753126427;579.1236822038057;520.5393958525486
10001147;F;15;8662457;Município 29;MA;1;2;0;ESC00061;501.9310772801397;404.85184827199754;358.8834902838638;523.3494649485182;570.1898889547348
10001148;F;17;4245421;Município 5;PB;1;1;0;ESC00043;420.5047896793667;508.26280572682765;484.14268595707364;405.94517911128725;732.5557884531883
10001149;F;15;3441000;Município 100;PE;2;2;0;ESC00147;440.13057576105837;555.1779199404072;472.6785138142194;469.7785119367539;676.639341940334
10001150;F;15;2052937;Município 50;PA;1;1;0;ESC00169;483.05285099957865;496.63458800069407;428.1291047061746;392.2184158187197;745.7735390040738
10001151;F;17;2344974;Município 76;SE;1;2;0;ESC00037;387.11237984215046;512.8600350786196;389.0343312098362;440.26014741187873;701.4090739873753
10001152;M;21;7937654;Município 73;SP;1;1;0;ESC00043;466.73616803436033;340.68715381321215;428.3734545363807;359.9791240695497;544.9498865888064
10001153;F;15;3394191;Município 64;SC;2;1;0;ESC00065;540.8934108445745;599.3111021444672;620.1916164445151;554.7518410775522;563.252028894372
10001154;F;15;6316351;Município 53;AM;1;1;0;ESC00177;385.18798317520844;572.1857944449765;364.7371061570167;405.5199833670918;165.77843219163066
10001155;F;16;5440239;Município 58;BA;2;1;0;ESC00148;438.3348508901426;583.5688278295451;602.4938898826377;684.1470054026495;656.6348006598824
10001156;F;19;8383731;Município 27;GO;1;2;0;ESC00132;456.20757301631363;341.0031166757483;656.7959932574561;564.8978546541518;546.0616963302172
10001157;F;16;7067436;Município 80;BA;2;1;0;ESC00023;574.0637038957316;354.20201588028215;610.8867999377264;395.1376173879987;497.8805809883114
10001158;F;16;3526829;Município 68;RS;2;2;0;ESC00002;441.47898250341336;690.8518719748723;509.0590279725834;608.2218272620735;931.1525890695216
10001159;F;17;8072166;Município 85;MT;1;2;1;ESC00035;364.7013391035106;393.5963689603281;243.09027243486324;407.4968006580306;580.8805444587686
10001160;F;19;3644347;Município 16;MS;1;2;0;ESC00029;322.9702458410643;399.58866713577027;496.2931169785707;574.1735202555303;589.6062867976789
10001161;M;15;6922887;Município 36;AL;2;2;0;ESC00005;651.8023823085945;533.6126399970639;653.2188381874505;642.0917649668544;651.1097971186964
10001162;M;17;7589212;Município 99;PE;1;1;0;ESC00104;366.277420883585;332.5827455358957;528.4827004140956;476.0830510148052;759.920801943216
10001163;M;15;3441000;Município 100;PI;1;2;0;ESC00112;480.1291944063944;485.160314761257;479.78485102623773;558.9543350838393;778.3846862301642
10001164;F;19;6276549;Município 66;BA;1;1;0;ESC00043;358.41296865671654;571.300916998737;389.5317329039173;489.6213162132396;780.700709975792
10001165;F;21;5351086;Município 88;RN;2;1;0;ESC00090;550.0713332969448;641.9732673383545;660.5147316533091;496.04690017057425;859.8326431809606
10001166;F;16;4026055;Município 1;RO;2;2;0;ESC00168;526.9433001183862;636.1310592261398;597.828700898805;485.4173133661397;789.2239782351647
10001167;M;15;1738700;Município 87;AM;1;2;0;ESC00153;598.7597442432254;598.0750986294605;484.29045095810363;536.9624905840892;490.2257406671486
10001168;F;20;6730704;Município 52;ES;2;2;0;ESC00113;651.073084920718;518.5571254155384;508.2120590127546;691.4367961356315;641.5728989928745
10001169;M;21;4307675;Município 69;PA;2;1;0;ESC00114;564.2570043296852;724.9249691836449;605.6218360818278;694.2953200308076;414.5686881179733
10001170;M;19;5521643;Município 74;AM;2;1;0;ESC00017;614.2893684200584;551.8569913225369;647.4393250565851;500.4460801079151;659.00054417552
10001171;F;17;4245421;Município 5;RS;1;2;0;ESC00014;532.7468255892727;472.108123615;515.3523030047016;420.7352015889202;643.3788887164591
10001172;M;19;2052937;Município 50;AL;1;1;0;ESC00096;366.88302831828065;298.2219497786979;304.96529107082847;409.94150501843853;615.8952916831063
10001173;M;16;6922887;Município 36;RJ;1;1;0;ESC00020;455.9403872503519;361.71319513136604;491.52287060943064;408.78377474765745;696.0023637336006
10001174;F;17;3751310;Município 90;PA;1;1;0;ESC00123;522.0367357245993;475.7265163527456;583.3224619251306;438.02756153343717;582.7534292354898
10001175;M;24;1248881;Município 40;PB;2;1;0;ESC00002;460.460485080321;432.5694301482704;509.04858287740717;545.9747715319992;869.1465800562295
10001176;F;22;8662457;Município 29;AC;1;1;0;ESC00129;433.4378247839729;442.91642918240245;438.7436964571341;457.66665915389774;690.2333440478272
10001177;M;17;9708150;Município 28;BA;1;2;0;ESC00023;557.5070762468764;360.6183788507417;423.7133500117572;343.31344293278056;865.5916339267291
10001178;F;15;1873992;Município 3;RR;1;1;0;ESC00046;455.0092390802503;507.18409482529535;355.2099559721542;294.63538168240797;569.5879913054213
10001179;M;18;8383731;Município 27;DF;2;1;0;ESC00006;516.3304286446859;659.8904547194353;630.127750862702;525.6251212250469;1000.0
10001180;M;16;1248881;Município 40;TO;1;1;0;ESC00148;466.18457810191245;480.0000149223138;630.9068175344901;413.91271149879896;469.9212134862372
10001181;M;17;1738700;Município 87;SC;1;1;0;ESC00116;337.73815320821757;508.92168322374084;381.2104734125069;538.442959712367;548.7399629167401
10001182;F;17;3010761;Município 47;GO;1;1;0;ESC00164;377.2011439157277;443.4034953188857;571.7823195353479;408.6855544502044;602.2251512693472
10001183;F;20;8072166;Município 85;MT;1;1;0;ESC00113;496.89862763384025;446.1280605296024;447.89884215289567;399.05158356749786;920.9966945001424
10001184;M;21;4601281;Município 32;SP;2;1;0;ESC00065;621.1779263863431;619.8864602970076;721.6177923966053;586.8699948707213;761.0007420983092
10001185;M;21;4026055;Município 1;ES;2;2;0;ESC00031;557.3151129002356;487.6511793855549;581.8648882648729;668.5253140974193;801.3482382264392
10001186;F;21;1598265;Município 43;RS;1;2;0;ESC00086;463.80254323378784;532.3322008197923;577.0821390575658;333.28115345044864;559.7415299325852
10001187;M;21;3929404;Município 51;AC;1;1;0;ESC00107;289.17473886911773;219.31699094952668;378.42799996920377;480.17668514654173;656.0849458294867
10001188;M;25;5975503;Município 56;MG;1;1;0;ESC00182;426.6088519774089;485.2730031752749;538.00831396649;472.4546426749475;800.9764425194032
10001189;F;15;4245421;Município 5;GO;1;1;0;ESC00066;430.58103863689416;485.2636247090138;458.66049738149263;326.55328224868333;570.2709048974533
10001190;F;15;8383731;Município 27;AM;1;1;0;ESC00070;441.7689285688381;388.08091620740174;433.8951032541775;541.804095085503;483.06726688481945
10001191;F;19;1696929;Município 34;RJ;1;2;0;ESC00041;431.0365648134026;514.7785997092195;567.8531977945382;400.68982612990396;665.0004373347805
10001192;M;18;2447001;Município 9;AP;1;2;0;ESC00056;523.6733858045479;450.61728468866835;622.701294330902;506.77759174929025;522.455902662507
10001193;M;18;2790176;Município 96;MT;1;1;1;ESC00100;337.35592822943886;374.0182062253027;380.6083492621038;389.33831546061754;420.0905919033451
10001194;F;19;3303992;Município 2;SP;2;2;0;ESC00069;363.2089556003853;635.8133379648632;548.0953444534813;558.6873190733494;633.1776957041797
10001195;M;17;4601281;Município 32;RS;1;1;0;ESC00156;360.3009857017092;573.5012566802429;415.13293265948647;820.2371560767506;530.1808755308454
10001196;F;20;4026055;Município 1;MA;1;2;0;ESC00039;482.3822231187445;509.54422127506825;361.76070664033097;490.82511489364526;283.77830392556353
10001197;M;16;1616119;Município 82;PB;2;1;0;ESC00182;465.0362696473446;573.0918460131348;593.7694307464261;654.1721273163571;704.9065633471172
10001198;M;21;2885187;Município 83;MT;1;2;0;ESC00191;695.1178955932144;485.29424906429205;701.3100522919535;363.1828475611137;511.88938206236486
10001199;M;17;6226817;Município 61;SC;2;1;0;ESC00132;582.035358042341;573.4065004980253;645.3257363829696;382.2502921346201;734.2623379904032
10001200;F;15;2447001;Município 9;RJ;1;2;0;ESC00003;370.7912382582143;439.1700288153295;551.6486428900167;501.314846909926;445.29253096703565
10001201;M;18;7130741;Município 13;AM;1;1;0;ESC00046;429.01668287501633;399.7105015008622;437.4043414284757;456.7375750932696;521.7036084362692
10001202;M;21;9352997;Município 26;RN;1;1;0;ESC00163;419.8929705861565;434.91944033187303;464.5850114544213;401.04933751936454;435.50117208499887
10001203;M;17;2052937;Município 50;DF;1;2;0;ESC00075;549.414894705633;592.8029433131085;447.84485048863627;407.5006223814796;518.0628449294236
10001204;F;17;4004559;Município 79;SE;1;1;0;ESC00058;452.0529497569051;568.7174601285884;478.2697788378248;488.40890666296775;708.9231648904874
10001205;F;17;5521643;Município 74;PR;2;1;0;ESC00081;495.4523898472338;547.0999852563464;514.150719675018;467.6463544260096;649.1406587137037
10001206;M;15;3538802;Município 19;AC;1;2;0;ESC00127;342.0691954650586;625.9634710024139;405.68351489561815;499.43827439586954;666.508404865209
10001207;M;23;9850005;Município 81;RJ;1;1;0;ESC00200;445.2976049403335;402.47193920257826;415.751117052415;511.16762278060696;450.0220298205225
10001208;F;21;1215963;Município 72;AL;1;2;0;ESC00176;318.1774039767364;393.8763936112595;629.919535479519;694.2865275621918;535.6341064401626
10001209;F;15;7171329;Município 75;PI;1;1;0;ESC00163;434.61348592055174;500.41357188007726;318.0186345030368;421.6765112940109;648.5013525699185
10001210;F;26;3644347;Município 16;MS;1;1;0;ESC00004;383.28187370448785;294.3105973566038;625.3908461789308;778.1910945230272;591.8373116055105
10001211;F;15;5975503;Município 56;PA;1;1;1;ESC00129;477.47863120356743;264.42003509186753;552.0934521380236;428.8474627292222;647.2368883596666
10001212;F;18;6922887;Município 36;MS;1;2;0;ESC00093;539.7981087384597;348.2087505964429;551.6269070294995;328.2238958913206;747.8739046240588
10001213;M;17;7130741;Município 13;ES;1;2;0;ESC00004;528.9985077613659;381.00241868709014;484.6016662125875;508.9645527180394;447.7276328477218
10001214;F;20;5521643;Município 74;RN;1;1;0;ESC00070;495.33168457983874;472.8065641708489;537.7309205948562;526.7347912784355;462.5473728217769
10001215;M;21;9352997;Município 26;ES;1;2;0;ESC00098;516.0447673444096;409.4694771969752;338.32949530316057;592.6495189460077;629.9764251969275
10001216;M;17;3644347;Município 16;SP;1;1;0;ESC00164;561.4986593185793;456.9140927340241;427.67398615027855;388.9796713827764;698.1261897137392
10001217;F;15;5126851;Município 20;RS;2;1;0;ESC00007;438.5342757379309;740.70672128913;675.8713517719323;669.8970215737712;798.460953586766
10001218;M;17;8383731;Município 27;MT;1;2;0;ESC00001;616.934634394643;386.88484775037426;424.0962437588208;364.7291089427945;571.4592362879969
10001219;F;16;1629015;Município 41;MA;2;1;0;ESC00036;623.8702873485483;711.3508426310009;717.9488907098305;810.9091843238516;809.4141911321955
10001220;F;21;7296975;Município 7;PA;1;1;0;ESC00142;509.7309631367404;489.22335454989604;475.1531641561245;363.62357356079286;476.6887268550005
10001221;M;19;5616719;Município 24;CE;1;2;0;ESC00045;505.52926745223687;502.9160358303932;529.4936296667121;335.34947700816286;746.8705644880248
10001222;M;18;3397644;Município 10;MG;1;1;0;ESC00038;387.39659129619645;452.61867847768457;494.2965231017053;431.053655901948;782.3862439827874
10001223;F;22;4691137;Município 93;RN;1;1;0;ESC00193;356.8719070397598;418.1035992997577;523.729441019228;340.694550862931;831.5414703726796
10001224;M;20;3441000;Município 100;SP;1;1;0;ESC00060;454.0359807609203;315.0659183345564;592.0121697172837;365.69446987367104;446.2473653025868
10001225;F;18;2052937;Município 50;ES;1;2;0;ESC00023;474.6365722320623;548.78805816771;529.0640547256219;385.4415073198845;648.6131878692819
10001226;F;20;9765637;Município 25;TO;1;1;0;ESC00139;421.687190690255;536.9767663994326;488.5761771856035;436.27784960133164;672.9402031107862
10001227;F;22;4948579;Município 12;RR;1;2;0;ESC00177;691.0898955607847;545.5103075477907;417.66829212130034;495.59343560816905;598.3171516632634
10001228;M;15;6922887;Município 36;PI;1;1;0;ESC00196;401.9581424477803;475.9497593659772;329.74807263584046;524.7155588176493;371.37409208321503
10001229;M;20;4026055;Município 1;PB;1;1;0;ESC00117;484.1714688335801;414.41775756837643;412.75003639905015;517.0746230003391;620.0855163428171
10001230;M;19;6456393;Município 67;AM;1;2;0;ESC00186;480.71282017272944;556.9141371280917;525.4466608454528;655.1171566997177;682.943437805979
10001231;M;15;3186484;Município 21;ES;1;1;0;ESC00115;255.54499063787063;496.5265937381617;459.1729341407788;626.5067334927414;430.5558236580772
10001232;M;20;7171329;Município 75;SP;1;2;0;ESC00103;261.4471366802326;583.3358792138931;605.3919862508409;638.7297505499217;487.613041064588
10001233;F;20;1576485;Município 60;BA;1;1;0;ESC00052;577.5507285110884;423.4970523217146;478.17835210031734;421.06424844727;582.4315563215926
10001234;F;15;4245421;Município 5;RJ;2;1;0;ESC00075;477.7544405264997;643.8304890845471;555.7209727759749;477.6379864665673;675.6611693069017
10001235;F;15;5975503;Município 56;GO;1;2;0;ESC00054;415.77917949092415;476.26375121943755;414.60990895509997;508.5536967159679;512.4319374721772
10001236;F;19;2885187;Município 83;PE;1;1;0;ESC00083;351.43361736643783;468.6244485177664;520.987979338689;433.7894111492305;602.2446804678686
10001237;M;15;5761021;Município 78;ES;1;1;0;ESC00096;483.69086489474955;379.202082511791;545.9455551200263;407.182955404852;527.3720705415641
10001238;F;16;9232150;Município 11;MG;1;2;0;ESC00100;661.3039010153193;436.877480949208;411.8944974930272;468.7920696872709;463.2264910601418
10001239;M;18;1306841;Município 49;MS;1;1;0;ESC00083;415.2468135405471;448.943905488413;415.68912485412085;625.3669399454233;921.4870745421003
10001240;F;19;4307675;Município 69;AP;1;1;0;ESC00139;426.3088147409329;427.60150622536867;426.22960211601264;596.6078012401115;832.7280011224618
10001241;M;15;1114557;Município 71;BA;1;1;0;ESC00189;423.17092251613707;550.7770388217164;494.76749504355;473.8859355339631;593.0146916494906
10001242;M;18;5371437;Município 54;MA;1;1;0;ESC00058;234.00777871899487;451.2137002324697;415.31840223378396;445.15115488335806;680.5667383045369
10001243;F;15;2790176;Município 96;RJ;1;2;0;ESC00085;448.7278357172166;484.1844858507275;443.6796388109222;659.8475227558378;544.8134652411293
10001244;M;16;9850005;Município 81;AL;1;2;0;ESC00189;421.6371688729167;489.67471947230854;604.3615230335588;405.9183524287731;646.6319275021096
10001245;F;15;4026055;Município 1;RO;1;1;0;ESC00102;501.10891737490886;376.4064913493272;361.599754287245;452.1687587200912;767.5765740218561
10001246;M;17;2640678;Município 97;RO;1;1;0;ESC00119;329.42970602798295;404.0003596023983;410.33621784185556;452.90569892939857;761.5632218772184
10001247;F;15;2533197;Município 94;MG;1;2;0;ESC00048;636.502840661281;535.7788044694139;504.3518573274949;475.22640025765395;755.2845896961107
10001248;M;15;6730704;Município 52;PA;1;1;0;ESC00172;520.3927217558598;542.6905879226165;523.7271169545307;499.65859048942457;468.93355837644583
10001249;M;21;2157217;Município 30;SC;1;1;0;ESC00130;364.4491811870855;478.9882203958571;475.56631399529397;450.86463282937746;874.9991221754535
10001250;M;15;3050986;Município 65;ES;2;2;0;ESC00173;503.6832066391525;508.99450711921776;649.9264125555982;739.3954737252395;966.2111288272029
10001251;M;18;4948579;Município 12;MT;1;1;0;ESC00108;573.6447174460128;621.6435730975456;423.540213288678;368.33746882037735;612.3318368993404
10001252;M;15;8072166;Município 85;RN;1;2;0;ESC00131;519.9100771857808;554.5336433944691;495.0298312193432;405.49517550692724;643.575258070259
10001253;M;16;3148069;Município 4;MT;1;2;0;ESC00056;503.98732925347707;562.2466183205221;520.4174150039148;452.7972638623776;379.10294060712283
10001254;M;17;1229480;Município 17;RR;2;2;0;ESC00062;503.451842525558;663.0800839783278;570.2540470106338;540.3650004137193;699.7439001462908
10001255;M;15;9352997;Município 26;DF;1;1;0;ESC00065;383.45246521131696;307.70714862923774;420.5251807091655;440.97483510562284;593.2779480824161
10001256;M;21;6528453;Município 18;PA;2;2;0;ESC00006;432.8510005659677;587.5228379161396;630.1968877007786;713.0617911662902;588.1556644064958
10001257;M;21;5196914;Município 33;PB;1;2;0;ESC00038;346.52075237126894;621.0006641127165;587.3722748519222;660.9266765656923;510.2552922675326
10001258;M;15;7079097;Município 8;PA;1;2;0;ESC00083;447.15790271540453;452.31232021855396;477.83661655869696;384.1804884276515;698.2135281266021
10001259;F;16;1616119;Município 82;DF;1;2;0;ESC00050;620.8457892375179;396.19261660061886;406.4490035228595;397.3797189511731;699.3440712996022
10001260;F;16;5761021;Município 78;SE;1;2;0;ESC00135;344.74645104527735;591.3100758639456;370.40287377783415;505.24954741950677;567.1354749044208
10001261;M;16;7296975;Município 7;PI;2;1;0;ESC00138;374.55265500131435;486.8493458504249;593.9060139174939;658.025246887766;756.2328422142865
10001262;F;15;7267367;Município 98;MA;1;1;0;ESC00119;421.60484462265;420.1747629926611;479.32593331285074;432.07860974303094;429.2410370707645
10001263;M;17;3010761;Município 47;MA;2;1;0;ESC00160;630.8002674248493;581.2510561405527;506.43428063341617;442.9637760143339;702.5771491960485
10001264;F;15;6316351;Município 53;GO;1;2;0;ESC00182;580.6507398251917;278.00393253379184;493.2663903961722;559.3272160471757;783.8450430457289
10001265;F;17;1873992;Município 3;MS;2;1;0;ESC00129;535.607461679188;493.53365366960475;535.5065762503888;581.784482792312;669.7308239058376
10001266;M;16;7067436;Município 80;PA;1;2;0;ESC00126;436.36923287421735;452.4952025924308;470.35149689512457;260.6344887239204;400.1191309240651
10001267;F;22;7267367;Município 98;MG;2;2;0;ESC00180;564.6564749524877;469.1556107193039;469.207853550608;500.1495681182216;846.4357736274782
10001268;M;17;1229480;Município 17;TO;1;1;0;ESC00127;531.6241876794923;425.7180669158526;453.4627754710656;340.23693879701443;690.2914200976292
10001269;M;15;2790176;Município 96;AP;1;2;0;ESC00176;460.33783638654216;480.91804990370747;399.7283429320088;689.0899921133457;875.0431336814725
10001270;M;19;4508584;Município 15;ES;2;1;0;ESC00042;507.10881723063926;579.3211371008482;477.1939321882866;745.7005766783523;729.4722036220586
10001271;M;18;2640678;Município 97;MG;2;1;0;ESC00159;529.8098948344931;709.1424560336063;609.4219799255965;693.3073125000576;662.5202173162692
10001272;M;19;5371437;Município 54;PI;2;1;0;ESC00146;504.67958357244953;639.3148320812047;460.2407618576756;542.1493495233889;606.6063516075641
10001273;F;18;2052937;Município 50;RO;1;2;0;ESC00025;575.3145941150929;486.152584215168;594.7145101968047;290.3101025729819;392.3799809590468
10001274;F;18;1590707;Município 38;MS;2;2;0;ESC00184;547.4490380632649;513.0983522835445;564.2426212732807;649.4385522879898;639.4403916079873
10001275;M;21;5371437;Município 54;RJ;2;2;0;ESC00154;342.12505013548696;628.6484271375649;599.1544284694468;437.18055352713327;944.246049782811
10001276;M;20;1738700;Município 87;CE;1;1;0;ESC00103;349.5140341068914;429.56308184612726;436.37256307244746;384.23753949831007;577.7478476132518
10001277;M;15;1037369;Município 57;ES;1;2;0;ESC00075;466.1849024051168;461.19351384674115;512.2834315706048;346.5386883473343;472.1512131358055
10001278;F;19;3221202;Município 84;PE;1;2;0;ESC00031;472.9977712787283;588.3326991436303;402.2625869121232;466.4366721509183;602.1369155239258
10001279;F;20;6448986;Município 45;SE;1;1;0;ESC00012;452.7736537162988;484.2263004499979;398.63875993863644;491.01864450523;692.3377317147712
10001280;M;20;7171329;Município 75;PE;1;2;0;ESC00142;280.0470945415273;469.75177184230404;471.3168299751404;409.73481893718383;550.2728677852768
10001281;M;18;6307081;Município 48;PR;1;2;1;ESC00116;293.65564768070624;525.089487701529;468.70547080496726;498.3898917488584;688.2699098201648
10001282;M;18;8662457;Município 29;GO;2;1;0;ESC00165;451.56751345482803;626.6182759295829;588.8927046531333;421.37793588097395;590.2465752105212
10001283;M;15;3221202;Município 84;RN;1;1;0;ESC00088;384.76153031529515;534.9521825610387;468.37182592859125;164.96711534959127;755.986990506409
10001284;F;18;6528453;Município 18;MG;1;1;0;ESC00054;572.8881547813511;488.4494770332864;423.2549960615518;534.68470313962;520.6181401390406
10001285;M;20;1598265;Município 43;RR;2;1;0;ESC00039;429.7037013235228;594.7726818764734;627.6250146285745;589.8900600730508;726.3282632800642
10001286;M;19;9232150;Município 11;RR;2;2;0;ESC00125;503.84199531684214;470.47925297795655;643.2848239707091;355.3342866076148;516.6981743968931
10001287;M;15;3526829;Município 68;MT;1;1;0;ESC00097;424.4636660718148;467.5424428022411;522.163825101735;375.8394793950206;607.9208358176917
10001288;M;19;6730704;Município 52;SC;1;2;0;ESC00190;559.7484940838751;432.41415967023806;367.22571952261535;401.4641789216707;520.0930686230088
10001289;M;15;6456393;Município 67;RN;2;2;0;ESC00045;558.815235301764;583.8344568765123;643.9557725902341;844.3518126377107;595.037214626194
10001290;F;21;1873992;Município 3;RS;1;2;0;ESC00080;340.8076919049961;502.5571084410912;538.3088924733086;467.5633899837059;698.4686586554666
10001291;M;15;2640678;Município 97;MT;1;2;0;ESC00045;482.1087607599805;408.9225979580674;584.1095078563856;617.5162875786298;570.7201406439244
10001292;F;23;1598265;Município 43;CE;1;2;0;ESC00161;476.106815457149;524.3437268140106;458.50327384428306;331.0065555371564;799.4088883238152
10001293;F;18;7093107;Município 86;AP;1;2;0;ESC00125;453.7665731418513;566.4693530448891;468.9603318556298;516.8621248868029;637.3994274563279
10001294;M;15;7093107;Município 86;AP;2;2;1;ESC00176;661.7572889205817;508.4128996076846;465.29639742069935;575.9264752134026;823.7974728716404
10001295;F;19;2533197;Município 94;AL;1;1;0;ESC00165;457.3830220642604;505.52539999013345;592.8610205651933;631.9576597856002;384.4765201377598
10001296;M;15;9232150;Município 11;TO;1;2;0;ESC00004;381.87208588104545;460.78792600386635;499.59150900915876;373.89489871408256;551.3852965652645
10001297;M;15;6276549;Município 66;MA;1;1;0;ESC00075;489.940966576171;543.0931847643875;458.8901020921287;301.1077852156766;770.2005660356679
10001298;F;19;5843764;Município 91;TO;2;1;0;ESC00048;344.88901583683605;511.83660191398855;625.4597349939072;655.6485657675192;829.3322267193907
10001299;F;15;7909664;Município 92;BA;2;2;0;ESC00172;524.6000403142191;633.177205463557;570.3773043388833;617.5686374128571;850.5490169774386
10001300;F;21;5233363;Município 14;RR;1;2;1;ESC00189;465.8170369844804;445.67785546190794;502.31424766658273;593.4136327951187;533.2884524403012
10001301;F;20;5521643;Município 74;ES;1;2;0;ESC00034;497.5382359709573;499.14355335283506;422.02663548830265;585.815687982813;304.8183002568051
10001302;M;15;1229480;Município 17;AP;1;2;0;ESC00183;358.372340341058;422.130707607796;484.9667876097151;525.7228499332039;768.9595086349597
10001303;M;19;7267367;Município 98;TO;2;2;0;ESC00126;663.36100511088;563.217088248566;635.4932073407307;339.1444358944012;728.1849591485961
10001304;M;19;9850005;Município 81;PE;2;2;0;ESC00025;516.7720895503066;409.1324241944759;563.6897460972931;399.8599219305363;766.6109073191276
10001305;M;26;7902533;Município 63;CE;1;2;0;ESC00009;556.7552437756289;450.129344953921;618.1699001706685;497.6236869851656;396.6516533649234
10001306;M;15;3186484;Município 21;SC;1;2;0;ESC00063;600.0997780185742;401.91805028230846;376.00800377287385;585.943388894302;688.8845586049133
10001307;F;22;2447001;Município 9;ES;1;1;0;ESC00023;390.7936064254613;393.8071779055055;364.87447909826733;294.86257997481954;639.4232447355698
10001308;F;19;7909664;Município 92;PI;2;1;0;ESC00137;433.08820224047486;608.951974489959;556.9454541842289;401.26519032787996;488.5359333558331
10001309;F;16;1215963;Município 72;PA;1;2;0;ESC00075;449.3443506057394;565.799143639739;333.75583296397497;366.8606065108993;723.1574852916527
10001310;M;17;4508584;Município 15;PI;1;1;0;ESC00036;460.59231972283516;585.7257103869746;330.8899003607357;582.1392570603497;515.4162933543721
10001311;M;15;8383731;Município 27;MS;1;1;0;ESC00152;521.3495335776976;545.6497666561048;370.3165163525324;452.3883413982069;755.545623759133
10001312;F;15;7267367;Município 98;RJ;1;1;0;ESC00075;423.43717009231085;410.619510086208;381.4318005194483;344.5197118759496;584.0122938625867
10001313;F;26;4508584;Município 15;ES;1;2;1;ESC00199;635.4452479729673;459.62638164689673;534.2266634996574;545.532084174914;594.5004522817655
10001314;F;18;6226817;Município 61;BA;1;1;0;ESC00159;461.17932491499744;462.67150698625693;495.3846557779248;548.3403416993215;668.2237093695494
10001315;M;21;7797984;Município 55;DF;1;1;0;ESC00115;490.79867515436956;441.41033355513287;487.2746202189433;537.0368945948582;405.05215062521853
10001316;F;17;2726502;Município 23;AC;1;1;0;ESC00133;489.0549474460737;486.8938889456686;543.1603316870392;361.3796253218584;524.5577533833167
10001317;F;16;9708150;Município 28;BA;1;1;0;ESC00032;504.24239660280523;489.84292565666465;447.56437970994904;361.92217615129385;520.368400687915
10001318;M;21;6316351;Município 53;SE;2;1;0;ESC00137;580.6436296357516;494.52225595500653;495.92442748556493;552.571174753347;910.7058844140101
10001319;M;19;7937654;Município 73;PI;1;1;0;ESC00111;534.3002022142547;535.3118273617844;581.686690780225;569.6586332774684;505.6445195348615
10001320;M;15;6307081;Município 48;SE;2;1;0;ESC00068;628.8271529819457;636.6009884644776;564.1586694782911;492.73878461164054;379.43170085082573
10001321;F;19;7718838;Município 95;RJ;2;1;0;ESC00032;434.0921732082111;691.65684967477;612.8177646678605;497.66223571794785;646.5102496263912
10001322;F;21;9677565;Município 37;AP;1;2;0;ESC00176;537.185527508037;309.5215586261569;557.583811483549;427.37118717119336;527.222874090204
10001323;F;17;6316351;Município 53;MA;2;1;0;ESC00133;637.5251250285123;544.4130620848027;603.6302640304278;573.6550801555347;550.4039066855133
10001324;F;15;1576485;Município 60;RO;1;1;0;ESC00005;257.0720294293548;426.7688111597697;574.3551972102338;450.1867715560439;634.437357863737
10001325;M;20;2790176;Município 96;RR;1;1;0;ESC00025;434.73054094449924;643.1250945405719;487.1419585930429;441.6140926586172;588.5974935736826
